"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
216018.030117266,"Region7","retail","Fast Food Centre","August",1,5,0,0,19806,1440925,110,1002
175922.764488496,"Region7","retail","Fast Food Centre","September",1,8,0,3,17515,1795232,167,1069
180441.409302875,"Region7","retail","Fast Food Centre","October",0,0,1,3,12019,1101766,196,1670
209988.744230941,"Region7","retail","Fast Food Centre","November",1,7,0,0,17791,1407917,147,1153
208679.023385048,"Region7","holding","Retail Store","January",1,4,0,3,12815,1065566,124,1127
257536.403485574,"Region7","holding","Retail Store","February",1,5,0,0,15403,1257586,134,1450
370153.089356609,"Region7","holding","Retail Store","March",1,6,1,0,16430,1539489,155,1200
139300.560695119,"Region7","holding","Retail Store","April",0,0,0,4,11206,1621956,129,1474
386335.891438648,"Region7","holding","Retail Store","May",2,15,1,5,10760,1365547,185,1253
291367.729264311,"Region7","holding","Retail Store","June",2,15,1,0,10929,1062071,192,1131
255273.82879518,"Region7","holding","Retail Store","July",2,8,1,2,10728,1163776,124,1571
210238.350532018,"Region7","holding","Retail Store","August",1,4,1,4,10232,1380702,168,1629
168933.774577454,"Region7","holding","Retail Store","September",2,10,0,0,13683,1458122,161,1468
365213.608462363,"Region7","holding","Retail Store","October",0,0,0,0,18956,1933967,138,1250
120301.19355768,"Region7","holding","Retail Store","November",0,0,0,0,12063,1741089,113,1960
289531.755028293,"Region7","holding","Kirana Store","January",1,7,0,0,19550,1054602,140,1906
142935.155704618,"Region7","holding","Kirana Store","February",1,3,0,5,17169,1372434,173,1383
299390.612891875,"Region7","holding","Kirana Store","March",0,0,0,0,16028,1099839,104,1890
241096.110735089,"Region7","holding","Kirana Store","April",0,0,0,0,10641,1566727,120,1892
310547.276027501,"Region7","holding","Kirana Store","May",2,9,0,0,13407,1657041,197,1801
379368.813568726,"Region7","holding","Kirana Store","June",1,3,0,4,14075,1540691,194,1803
369364.459277131,"Region7","holding","Kirana Store","July",1,4,0,2,13560,1334134,170,1124
273225.403693505,"Region7","holding","Kirana Store","August",1,7,1,0,16676,1196072,135,1811
140247.403946705,"Region7","holding","Kirana Store","September",1,7,0,0,19342,1999724,174,1489
388489.826815203,"Region7","holding","Kirana Store","October",1,7,1,3,12003,1751769,101,1369
125493.46210435,"Region7","holding","Kirana Store","November",1,3,1,5,11149,1604749,104,1522
231299.06647373,"Region7","holding","Hotels","January",0,0,0,0,15270,1343523,161,1816
106382.20703695,"Region7","holding","Hotels","February",1,7,0,0,12041,1202788,112,1206
330810.343800113,"Region7","holding","Hotels","March",1,7,0,5,12138,1900597,137,1675
146542.377513833,"Region7","holding","Hotels","April",1,8,0,0,13780,1203496,105,1582
313364.720414393,"Region7","holding","Hotels","May",2,7,0,4,18614,1777142,139,1356
270018.835878,"Region7","holding","Hotels","June",2,15,0,0,15676,1754055,119,1609
308004.547678865,"Region7","holding","Hotels","July",0,0,0,0,10828,1071771,129,1431
270859.839650802,"Region7","holding","Hotels","August",2,7,0,0,14393,1910711,146,1400
341590.259387158,"Region7","holding","Hotels","September",0,0,0,0,10115,1910184,151,1525
231634.986540303,"Region7","holding","Hotels","October",2,14,0,2,10644,1385569,130,1292
129379.378911108,"Region7","holding","Hotels","November",0,0,0,0,18656,1842329,159,1032
250329.563231207,"Region7","holding","Restaurants","January",0,0,0,1,14249,1503844,187,1302
274938.701372594,"Region7","holding","Restaurants","February",0,0,0,0,15356,1629898,146,1866
224284.191569313,"Region7","holding","Restaurants","March",2,11,0,0,11208,1948414,167,1552
196837.339992635,"Region7","holding","Restaurants","April",1,4,0,5,12044,1671792,187,1002
357647.468429059,"Region7","holding","Restaurants","May",2,6,1,0,18992,1978584,145,1207
114485.891163349,"Region7","holding","Restaurants","June",0,0,0,0,14917,1490858,181,1803
113846.295024268,"Region7","holding","Restaurants","July",1,4,0,0,14168,1639250,133,1132
156708.832923323,"Region7","holding","Restaurants","August",1,4,0,1,15062,1397817,169,1456
338588.093640283,"Region7","holding","Restaurants","September",1,8,0,3,13730,1084562,162,1366
167473.028809763,"Region7","holding","Restaurants","October",1,8,0,1,12907,1246668,196,1154
293840.864067897,"Region7","holding","Restaurants","November",2,13,0,0,14563,1690297,104,1807
176632.400997914,"Region7","holding","Airline","January",1,7,0,2,17890,1467428,150,1090
205073.362565599,"Region7","holding","Airline","February",1,7,0,3,17463,1014014,128,1627
165921.921865083,"Region7","holding","Airline","March",0,0,0,3,14269,1331628,128,1947
180068.262899294,"Region7","holding","Airline","April",2,10,0,0,13075,1197851,164,1821
297447.715117596,"Region7","holding","Airline","May",1,6,0,4,16429,1856730,137,1937
296351.922303438,"Region7","holding","Airline","June",2,13,0,1,17826,1580075,130,1201
244939.913786948,"Region7","holding","Airline","July",0,0,0,4,14647,1302297,123,1676
175469.902413897,"Region7","holding","Airline","August",1,6,0,2,11648,1649860,182,1603
316246.746247634,"Region7","holding","Airline","September",2,8,1,0,18819,1669358,106,1458
372842.589300126,"Region7","holding","Airline","October",1,8,0,0,10040,1020108,181,1198
121488.67608048,"Region7","holding","Airline","November",1,6,0,2,10551,1948487,111,1705
387961.770757101,"Region7","holding","Hardware Store","January",2,14,0,0,13815,1297752,126,1725
113991.266465746,"Region7","holding","Hardware Store","February",1,7,0,0,15922,1184014,173,1948
309028.616128489,"Region7","holding","Hardware Store","March",2,16,0,0,15913,1300768,182,1438
398314.391518943,"Region7","holding","Hardware Store","April",1,3,0,2,14775,1717244,132,1851
124951.205844991,"Region7","holding","Hardware Store","May",1,5,1,0,14502,1012101,115,1552
391060.714027844,"Region7","holding","Hardware Store","June",2,13,0,4,11541,1533518,162,1342
246992.258820683,"Region7","holding","Hardware Store","July",2,11,0,0,19254,1435620,200,1234
391251.387516968,"Region7","holding","Hardware Store","August",0,0,1,0,12320,1514273,196,1007
255560.757755302,"Region7","holding","Hardware Store","September",1,3,0,0,13921,1474578,163,1401
396401.389897801,"Region7","holding","Hardware Store","October",1,6,0,2,10589,1767396,129,1489
210836.88212093,"Region7","holding","Hardware Store","November",2,12,0,4,13789,1018553,110,1874
191246.898495592,"Region7","holding","Computer Store","January",1,5,0,0,17936,1159364,101,1160
261104.162107222,"Region7","holding","Computer Store","February",1,5,1,5,17345,1990719,116,1782
287282.258551568,"Region7","holding","Computer Store","March",1,8,0,2,18672,1743015,105,1483
102196.456561796,"Region7","holding","Computer Store","April",2,15,0,3,18730,1023406,186,1469
125641.584023833,"Region7","holding","Computer Store","May",1,7,0,3,16193,1808664,108,1880
327964.19558581,"Region7","holding","Computer Store","June",1,4,0,0,17306,1170184,108,1293
233139.188564382,"Region7","holding","Computer Store","July",1,3,0,1,17284,1109693,180,1714
368302.437360398,"Region7","holding","Computer Store","August",2,16,0,0,14010,1363994,188,1236
299352.737306617,"Region7","holding","Computer Store","September",0,0,1,2,11015,1381223,122,1907
355743.800196797,"Region7","holding","Computer Store","October",1,4,0,0,19608,1559988,108,1224
223251.009336673,"Region7","holding","Computer Store","November",2,9,1,0,13554,1247489,159,1522
123410.642007366,"Region7","holding","Gaming Zone","January",1,5,0,0,16544,1026021,177,1491
342348.912917078,"Region7","holding","Gaming Zone","February",1,7,1,4,13466,1021830,133,1223
226698.951306753,"Region7","holding","Gaming Zone","March",1,6,0,1,19630,1948813,111,1507
106906.187254936,"Region7","holding","Gaming Zone","April",2,10,0,0,11916,1558520,122,1885
212082.525272854,"Region7","holding","Gaming Zone","May",0,0,0,0,19710,1919443,139,1928
353526.454186067,"Region7","holding","Gaming Zone","June",1,4,0,0,13138,1285091,115,1153
359105.198737234,"Region7","holding","Gaming Zone","July",2,8,0,2,12095,1305837,185,1327
318663.907330483,"Region7","holding","Gaming Zone","August",2,10,1,3,11580,1098441,118,1223
309711.157297716,"Region7","holding","Gaming Zone","September",2,12,1,0,10245,1500183,109,1933
240850.864630193,"Region7","holding","Gaming Zone","October",2,15,0,5,10925,1873984,101,1799
274088.766681962,"Region7","holding","Gaming Zone","November",2,7,0,4,10520,1002398,158,1153
317985.764425248,"Region7","holding","Super MArket","January",1,7,0,0,18705,1002590,151,1152
243415.735661983,"Region7","holding","Super MArket","February",0,0,1,0,10941,1661005,176,1181
385984.643176198,"Region7","holding","Super MArket","March",1,6,0,5,14540,1609161,197,1058
369951.931852847,"Region7","holding","Super MArket","April",2,10,1,1,15633,1833355,185,1517
122490.842896514,"Region7","holding","Super MArket","May",0,0,1,0,15154,1526108,196,1833
206959.368032403,"Region7","holding","Super MArket","June",2,11,0,0,19872,1797180,137,1780
178858.980233781,"Region7","holding","Super MArket","July",0,0,0,2,13861,1705624,196,1061
137324.402970262,"Region7","holding","Super MArket","August",1,6,0,0,13376,1948447,163,1085
248135.015019216,"Region7","holding","Super MArket","September",0,0,0,4,11409,1228647,176,1434
293481.48026038,"Region7","holding","Super MArket","October",0,0,0,4,12113,1511548,194,1986
317131.793149747,"Region7","holding","Super MArket","November",1,7,0,0,14817,1178349,119,1801
303058.089618571,"Region7","holding","Fast Food Centre","January",2,8,0,0,10308,1088763,109,1151
189635.073742829,"Region7","holding","Fast Food Centre","February",0,0,0,3,13611,1194794,173,1037
139764.196937904,"Region7","holding","Fast Food Centre","March",1,8,0,0,13899,1645002,151,1071
329799.794941209,"Region7","holding","Fast Food Centre","April",0,0,0,2,15808,1746012,146,1753
333214.637893252,"Region7","holding","Fast Food Centre","May",1,7,0,0,11181,1943623,109,1416
204028.431419283,"Region7","holding","Fast Food Centre","June",0,0,0,3,13880,1823881,112,1791
197391.414106824,"Region7","holding","Fast Food Centre","July",1,5,0,0,16765,1977452,100,1972
321570.028341375,"Region7","holding","Fast Food Centre","August",2,7,0,0,15564,1532455,123,1380
365243.642358109,"Region7","holding","Fast Food Centre","September",1,7,1,0,19663,1897533,200,1640
220072.813774459,"Region7","holding","Fast Food Centre","October",0,0,0,4,11687,1900157,176,1362
330264.709773473,"Region7","holding","Fast Food Centre","November",0,0,1,0,18817,1508430,157,1705
177224.729279988,"Region8","retail","Retail Store","January",1,5,0,3,17884,1429940,115,1937
272604.945674539,"Region8","retail","Retail Store","February",0,0,0,0,12114,1521872,141,1821
112498.234654777,"Region8","retail","Retail Store","March",2,14,0,0,11166,1232452,129,1017
215522.710070945,"Region8","retail","Retail Store","April",1,6,1,0,10250,1599298,105,1591
396234.043734148,"Region8","retail","Retail Store","May",1,5,0,5,17701,1194684,128,1774
301577.308727428,"Region8","retail","Retail Store","June",1,7,0,3,18785,1316100,199,1020
233600.801904686,"Region8","retail","Retail Store","July",1,6,1,5,15136,1453046,128,1762
289523.097989149,"Region8","retail","Retail Store","August",1,3,1,0,18780,1001836,130,1283
125408.142223023,"Region8","retail","Retail Store","September",0,0,0,2,13548,1293843,185,1506
210035.208752379,"Region8","retail","Retail Store","October",1,8,0,0,16767,1561111,148,1217
117088.344832882,"Region8","retail","Retail Store","November",1,4,0,0,19072,1980901,183,1560
242700.518830679,"Region8","retail","Kirana Store","January",0,0,0,0,10735,1438297,188,1566
345389.040932059,"Region8","retail","Kirana Store","February",0,0,0,3,16870,1033020,148,1382
369746.427005157,"Region8","retail","Kirana Store","March",0,0,0,4,17791,1377471,193,1479
172113.159880973,"Region8","retail","Kirana Store","April",1,8,1,3,18205,1845818,153,1050
107984.99903176,"Region8","retail","Kirana Store","May",1,6,0,5,11875,1409526,162,1658
145229.935692623,"Region8","retail","Kirana Store","June",2,15,0,3,14291,1348225,180,1274
155392.202944495,"Region8","retail","Kirana Store","July",0,0,0,5,14615,1401368,142,1919
371759.191225283,"Region8","retail","Kirana Store","August",1,5,1,3,12306,1359361,114,1982
387401.392823085,"Region8","retail","Kirana Store","September",0,0,0,0,10008,1130966,194,1416
395308.099430986,"Region8","retail","Kirana Store","October",1,6,0,4,18938,1463604,130,1821
292219.076585025,"Region8","retail","Kirana Store","November",1,7,0,1,16250,1357173,124,1173
358773.743361235,"Region8","retail","Hotels","January",1,4,0,4,15817,1267171,115,1952
146462.029009126,"Region8","retail","Hotels","February",1,5,0,2,15620,1989714,196,1269
218021.173309535,"Region8","retail","Hotels","March",2,7,0,0,13760,1982196,184,1736
394900.110783055,"Region8","retail","Hotels","April",1,4,0,3,17312,1111223,165,1959
176916.181226261,"Region8","retail","Hotels","May",1,4,0,4,11093,1095469,101,1014
310008.514393121,"Region8","retail","Hotels","June",1,3,0,3,19843,1371035,123,1605
249656.612076797,"Region8","retail","Hotels","July",2,13,0,0,10284,1319275,103,1914
303083.396330476,"Region8","retail","Hotels","August",1,6,0,1,17126,1865867,159,1442
215268.118912354,"Region8","retail","Hotels","September",2,12,1,0,14753,1396094,162,1736
307682.683225721,"Region8","retail","Hotels","October",1,3,0,0,19376,1606737,109,1290
372381.050558761,"Region8","retail","Hotels","November",1,7,1,4,10754,1827353,148,1071
236805.434897542,"Region8","retail","Restaurants","January",2,15,0,0,14390,1501927,161,1894
212430.550623685,"Region8","retail","Restaurants","February",1,5,0,0,17861,1116117,189,1757
392439.647042193,"Region8","retail","Restaurants","March",0,0,0,1,14241,1186278,180,1359
185328.634828329,"Region8","retail","Restaurants","April",0,0,0,0,12572,1782176,122,1933
382254.833797924,"Region8","retail","Restaurants","May",1,5,0,2,16493,1240361,105,1595
308866.936480626,"Region8","retail","Restaurants","June",2,14,0,0,15289,1320244,167,1534
113703.913381323,"Region8","retail","Restaurants","July",1,5,1,0,14463,1461264,116,1733
372555.235167965,"Region8","retail","Restaurants","August",2,13,0,0,15458,1336344,187,1633
356746.57819327,"Region8","retail","Restaurants","September",1,5,0,4,12195,1388372,165,1777
124291.097163223,"Region8","retail","Restaurants","October",2,15,0,5,10124,1092829,103,1407
234906.055126339,"Region8","retail","Restaurants","November",0,0,0,0,16051,1443651,170,1892
159193.199407309,"Region8","retail","Airline","January",2,11,0,0,16863,1475163,130,1419
164187.844330445,"Region8","retail","Airline","February",2,15,0,0,14596,1155345,197,1099
167469.105380587,"Region8","retail","Airline","March",1,5,0,0,18048,1163069,185,1292
134090.682677925,"Region8","retail","Airline","April",0,0,1,4,15735,1976168,179,1577
153789.036767557,"Region8","retail","Airline","May",0,0,1,2,13573,1411315,109,1291
322802.423685789,"Region8","retail","Airline","June",0,0,1,5,15302,1344499,127,1114
241111.975582317,"Region8","retail","Airline","July",1,3,0,0,18890,1780816,162,1286
325923.282210715,"Region8","retail","Airline","August",1,3,0,0,11918,1156617,150,1735
186167.345941067,"Region8","retail","Airline","September",1,5,0,1,14333,1230058,125,1098
150811.929977499,"Region8","retail","Airline","October",0,0,0,1,16670,1838734,176,1155
282995.081669651,"Region8","retail","Airline","November",1,7,1,4,18246,1575249,102,1742
160758.794122376,"Region8","retail","Hardware Store","January",2,7,0,0,19255,1800241,126,1211
213152.594165877,"Region8","retail","Hardware Store","February",0,0,0,1,12292,1415883,150,1948
335506.402840838,"Region8","retail","Hardware Store","March",1,7,0,2,15941,1383550,101,1203
186447.84130156,"Region8","retail","Hardware Store","April",1,6,0,4,19933,1337315,196,1181
219315.813924186,"Region8","retail","Hardware Store","May",2,9,0,0,11760,1647351,143,1521
297433.661459945,"Region8","retail","Hardware Store","June",0,0,0,0,15741,1359966,101,1733
